name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_two,type
Fava Bistro,Yes,Yes,4.4,387,Koramangala 5th Block,"Casual Dining, Bar",others,1500.0,Dine-out
Faasos,Yes,No,4.1,112,Thippasandra,Quick Bites,others,500.0,Delivery
Empire Restaurant,Yes,No,4.4,4884,Jayanagar,Casual Dining,others,750.0,Delivery
Shawn's Bakehouse,No,No,3.6,0,Old Airport Road,Bakery,Bakery,100.0,Desserts
Teashot,No,No,2.9,24,Whitefield,Cafe,Cafe,150.0,Dine-out
Coffee Mechanics,Yes,No,4.3,191,HBR Layout,Cafe,others,700.0,Delivery
Cafe Kaara,No,No,4.3,164,Ulsoor,Cafe,others,750.0,Cafes
South Side Grill,Yes,No,3.5,14,HSR,Casual Dining,others,600.0,Delivery
Vinaya Cafe,Yes,No,3.7,55,JP Nagar,Quick Bites,others,200.0,Delivery
The Onyx - The HHI Select Bengaluru,No,No,3.3,177,JP Nagar,Casual Dining,"North Indian, Chinese, Continental",950.0,Buffet
Pizza Hut,Yes,No,2.7,159,JP Nagar,Quick Bites,Pizza,750.0,Delivery
Box Magic,Yes,No,3.7,22,Bannerghatta Road,Quick Bites,others,400.0,Delivery
Forum Bakes & Cafe,Yes,No,4.1,0,Koramangala 8th Block,others,others,300.0,Delivery
Juice Shop,Yes,No,3.5,22,BTM,"Takeaway, Delivery",others,150.0,Delivery
Tandoor Garden,Yes,No,3.6,71,BTM,Quick Bites,others,350.0,Delivery
Breads and Banter,No,Yes,4.3,72,Brookefield,others,others,400.0,Delivery
The Yogisthaan Cafe,Yes,No,4.2,1207,Indiranagar,Cafe,others,600.0,Delivery
Jalsa Adda,No,No,3.2,8,Whitefield,others,others,400.0,Dine-out
Flavors of India,No,No,3.8,0,Indiranagar,Casual Dining,others,600.0,Dine-out
Rajveena Kitchen,Yes,No,3.7,28,BTM,Quick Bites,others,500.0,Dine-out
Raj Rasoi,Yes,No,3.5,12,Ejipura,Quick Bites,"North Indian, Chinese",250.0,Delivery
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.2,382,Ulsoor,Cafe,others,500.0,Dine-out
Patiala House,Yes,No,3.6,0,Koramangala 7th Block,"Takeaway, Delivery",others,300.0,Delivery
It's My Meal Food Service,No,No,3.5,0,HSR,Delivery,"North Indian, Chinese",300.0,Delivery
Brea,No,No,3.2,7,Commercial Street,others,Bakery,300.0,Desserts
Dil Se Punjabi,Yes,No,3.0,106,RT Nagar,Casual Dining,"North Indian, Mughlai, Chinese",550.0,Delivery
Nammura Donne Biriyani,Yes,No,3.6,68,BTM,Quick Bites,"Andhra, Biryani",300.0,Dine-out
The Lounge - The Chancery Pavilion,No,No,3.7,34,Residency Road,Casual Dining,others,2000.0,Dine-out
Ammus Hot N Cool,Yes,No,3.4,84,BTM,Quick Bites,others,300.0,Dine-out
Sethji Home Made Food,Yes,No,3.5,229,Indiranagar,Quick Bites,North Indian,350.0,Delivery
Big Bowl Theory,No,No,3.1,27,Koramangala,Delivery,Continental,400.0,Delivery
Sharaab Factory,Yes,Yes,3.9,392,Bellandur,others,"Biryani, North Indian",1500.0,Delivery
Cafe Hops,No,No,3.7,24,JP Nagar,Dessert Parlor,"Desserts, Bakery",300.0,Delivery
Aqni,Yes,No,3.9,358,HBR Layout,Casual Dining,others,650.0,Delivery
Easy Tiger,No,No,4.3,2282,Church Street,others,others,1100.0,Dine-out
Hyderabad Biryaani Palace,Yes,No,3.7,301,Kammanahalli,Casual Dining,others,750.0,Delivery
Baba Chatkora,No,No,4.4,0,JP Nagar,Casual Dining,North Indian,1000.0,Dine-out
Chowpatty,Yes,No,3.6,95,Koramangala 1st Block,Quick Bites,others,300.0,Delivery
Sapna's Magic Oven,No,No,3.6,0,Shanti Nagar,others,Bakery,200.0,Desserts
Jumping Beans,Yes,No,4.0,222,Old Madras Road,Cafe,others,850.0,Delivery
RCS Kitchen,Yes,No,3.3,34,BTM,Quick Bites,Continental,500.0,Delivery
Cool Corner Arun Ice Cream,No,No,3.5,8,Frazer Town,Dessert Parlor,"Desserts, Ice Cream",200.0,Desserts
Bombay Kulfi,Yes,No,3.5,32,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery
2nd Home Restaurant,Yes,No,3.7,21,BTM,Quick Bites,"South Indian, North Indian, Chinese",500.0,Dine-out
Juice Lounge,Yes,No,3.1,28,BTM,others,others,250.0,Delivery
Prashanth Naati Corner,Yes,No,3.5,10,Yelahanka,Quick Bites,"South Indian, Biryani",300.0,Dine-out
Vindu Andhra Ruchulu,Yes,No,3.8,281,Jayanagar,Casual Dining,others,800.0,Delivery
Hungerbreak 24x7,Yes,No,3.0,7,Koramangala 8th Block,Delivery,others,300.0,Delivery
Biryani Paradise,No,No,3.6,0,Banaswadi,Quick Bites,"Biryani, Fast Food",200.0,Dine-out
Brewz Coffee,Yes,No,3.4,10,BTM,Cafe,Cafe,650.0,Delivery
Vighnahara Juice Ville,No,No,3.2,0,Kumaraswamy Layout,Quick Bites,Fast Food,200.0,Dine-out
Bawarchi Biryani,Yes,No,3.4,65,Koramangala 6th Block,Quick Bites,"Biryani, South Indian",350.0,Delivery
Bao and Rolls,No,No,3.6,19,Bannerghatta Road,Quick Bites,others,250.0,Dine-out
Freskka,Yes,No,4.0,702,New BEL Road,Casual Dining,others,700.0,Delivery
FrostBite,No,No,3.5,15,Koramangala 5th Block,others,others,400.0,Desserts
Momscurry,Yes,No,2.7,19,East Bangalore,Delivery,North Indian,300.0,Delivery
Enerjuvate Studio & Cafe,No,Yes,4.4,464,Koramangala 4th Block,Cafe,others,800.0,Cafes
Aahara,No,No,3.0,0,Banaswadi,Quick Bites,others,300.0,Delivery
SLV Swadishta,No,No,3.8,189,Banashankari,Quick Bites,South Indian,300.0,Dine-out
Ambur Dum Biryani,No,No,3.5,0,New BEL Road,Quick Bites,Biryani,150.0,Dine-out
Bakingo,Yes,No,4.0,76,Koramangala 1st Block,Bakery,"Bakery, Desserts",500.0,Desserts
The Tao Terraces,Yes,Yes,4.0,1909,MG Road,Casual Dining,others,2100.0,Buffet
V.S. Garden Restaurant,No,No,3.5,17,Ejipura,Casual Dining,"North Indian, Chinese",800.0,Delivery
KC Das - Sweet Bite,No,No,3.5,22,Frazer Town,others,"Mithai, Street Food",200.0,Desserts
Punjabi Paratha House,No,No,3.4,0,Sarjapur Road,Delivery,North Indian,300.0,Delivery
Sherlock's Pub,No,Yes,3.6,180,Electronic City,others,others,1300.0,Pubs and bars
Jaffa's Biryani,Yes,No,3.8,434,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",650.0,Delivery
Taste of Chettinad,No,No,3.3,0,Bellandur,Delivery,others,400.0,Delivery
Fudge,Yes,No,3.2,12,Jayanagar,Dessert Parlor,others,200.0,Delivery
Bhaiya Ji Food Court,No,No,3.5,8,Electronic City,Quick Bites,"North Indian, Chinese",300.0,Delivery
Palak Ande Ka Funda,Yes,No,3.2,92,Brookefield,Quick Bites,North Indian,300.0,Delivery
Alchemy - The Chancery Pavilion,No,Yes,4.3,446,Residency Road,others,others,2000.0,Desserts
The Chocolate Heaven,No,No,3.8,0,Commercial Street,others,others,600.0,Dine-out
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,Cafe,650.0,Dine-out
Shri Vinayaka Ice N Juice,Yes,No,3.2,11,Basavanagudi,Quick Bites,"Beverages, Fast Food",150.0,Delivery
Tentacles,Yes,No,3.6,0,BTM,"Takeaway, Delivery","North Indian, Chinese, Seafood",600.0,Delivery
The Underground Gastropub,No,No,3.0,39,Koramangala 5th Block,others,Finger Food,1000.0,Pubs and bars
Taipan,Yes,No,3.5,128,Frazer Town,Casual Dining,"Chinese, Momos",700.0,Dine-out
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500.0,Delivery
Atithi,Yes,Yes,3.9,224,HSR,Casual Dining,others,800.0,Delivery
Bhaiya Ji Food Court,No,No,3.0,16,Ulsoor,Quick Bites,"North Indian, Street Food",150.0,Dine-out
Phulke Ghar Ke,Yes,No,4.0,533,Bellandur,Quick Bites,"North Indian, Chinese",300.0,Delivery
Karachi Bakery,Yes,No,3.9,56,Indiranagar,Bakery,Bakery,500.0,Desserts
Fresh Bowl,No,No,3.8,0,Old Airport Road,Quick Bites,others,400.0,Delivery
The London Shakes,Yes,No,3.8,0,BTM,others,others,400.0,Delivery
Tasty Treats,No,No,3.3,0,MG Road,Quick Bites,others,350.0,Delivery
Fabcafe,Yes,Yes,4.1,54,MG Road,Cafe,others,800.0,Cafes
The Baker's,No,No,2.4,32,HSR,others,"Bakery, Fast Food",500.0,Delivery
Royal Tea House,Yes,No,3.6,0,Shivajinagar,Quick Bites,North Indian,100.0,Dine-out
99 Pancakes,Yes,No,4.5,339,Koramangala 5th Block,others,others,300.0,Delivery
Polamma's Mess,Yes,No,4.2,185,BTM,others,"North Indian, Chinese, Biryani",300.0,Delivery
Biryani House,No,No,3.2,8,Rammurthy Nagar,"Takeaway, Delivery","Biryani, South Indian",150.0,Delivery
Le Arabia,Yes,No,3.6,0,JP Nagar,Casual Dining,"North Indian, Mughlai",600.0,Delivery
Shanmukha,Yes,No,4.0,996,HSR,Casual Dining,others,800.0,Delivery
Parivaar Eat House,Yes,No,3.2,0,Electronic City,Delivery,"North Indian, Biryani",500.0,Delivery
Warm Oven,Yes,No,3.8,69,Marathahalli,Bakery,"Bakery, Desserts",500.0,Desserts
Ambur Biryani,No,No,3.5,17,Koramangala 3rd Block,Quick Bites,others,250.0,Dine-out
Two Friends Cauldron,Yes,Yes,4.1,459,JP Nagar,Casual Dining,others,700.0,Desserts
Happy Kitchen,No,No,3.8,78,Marathahalli,Quick Bites,"North Indian, Chinese",350.0,Dine-out
Abhiruchi Hotel,Yes,No,3.5,738,BTM,Casual Dining,others,600.0,Delivery
Chicken Corner,Yes,No,3.7,26,BTM,Quick Bites,others,400.0,Dine-out
Kerala Vibes,No,No,3.6,80,Jeevan Bhima Nagar,Casual Dining,Kerala,500.0,Delivery
Kamat Yatrinivas,No,No,3.0,241,Whitefield,Quick Bites,"North Indian, South Indian, Chinese",500.0,Delivery
Totus,Yes,No,3.7,16,BTM,Quick Bites,Chinese,300.0,Delivery
Delhi Mahal,Yes,No,3.1,114,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",400.0,Delivery
Kanhaiyas,No,No,3.6,10,Bannerghatta Road,Quick Bites,South Indian,150.0,Delivery
KC Das - Elite Sweets,No,No,3.2,29,Kalyan Nagar,others,"Mithai, Street Food",200.0,Desserts
Natural Ice Cream,No,No,4.6,922,Indiranagar,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts
The Cake House,Yes,No,3.7,30,Ulsoor,Bakery,"Bakery, Fast Food",300.0,Delivery
Shezan,Yes,No,4.1,391,Cunningham Road,Casual Dining,others,600.0,Dine-out
Asaivam Restaurant,Yes,No,4.0,69,Indiranagar,Casual Dining,others,750.0,Delivery
The Brew Witch Club,No,No,4.4,0,MG Road,others,others,1000.0,Pubs and bars
MRA,Yes,No,3.9,20,BTM,"Takeaway, Delivery",Bakery,200.0,Delivery
Five Star Chicken,Yes,No,3.3,100,Bannerghatta Road,Quick Bites,"Fast Food, Burger",250.0,Delivery
Dhang Ka Khana,Yes,No,3.7,34,Ejipura,Quick Bites,North Indian,200.0,Dine-out
Mayonaise,Yes,No,3.8,44,Banaswadi,Cafe,others,500.0,Dine-out
Sri Rama,No,No,3.2,4,Shivajinagar,Quick Bites,South Indian,200.0,Dine-out
Ministry of Burger,Yes,No,3.3,0,HSR,Delivery,Continental,500.0,Delivery
Alter Ego D'Deli,Yes,No,3.8,140,Kalyan Nagar,Cafe,others,650.0,Cafes
Popat,Yes,No,3.2,43,Indiranagar,Quick Bites,North Indian,300.0,Dine-out
Bean D'er Cafe,Yes,No,3.5,8,JP Nagar,Quick Bites,others,250.0,Delivery
Cafe D'hide,Yes,Yes,4.2,876,Koramangala 5th Block,Cafe,others,600.0,Delivery
Crunch Pizzas,Yes,No,2.6,227,Banaswadi,Quick Bites,"Italian, Pizza",600.0,Delivery
Samrudhi,No,No,2.9,18,Electronic City,Casual Dining,others,450.0,Delivery
No 10 Fort Cochin,Yes,Yes,3.8,196,St. Marks Road,Casual Dining,others,800.0,Delivery
VT Sindhur Veg,No,No,3.3,13,Richmond Road,Casual Dining,"North Indian, Chinese",600.0,Buffet
Kabab Korner,Yes,No,3.9,207,St. Marks Road,Casual Dining,"North Indian, Chinese, Fast Food",650.0,Dine-out
Skylit - Citrus Hotels,No,Yes,4.0,324,Cunningham Road,others,others,1300.0,Buffet
Desi Vdesi,Yes,No,3.9,113,Shanti Nagar,Quick Bites,others,250.0,Delivery
Rolls On Wheels,No,No,3.1,76,Whitefield,Quick Bites,others,300.0,Delivery
Nandini Chats,No,No,3.4,0,Marathahalli,Quick Bites,Street Food,150.0,Dine-out
Ganesh Darshini,Yes,No,3.7,286,Malleshwaram,Quick Bites,"South Indian, Fast Food",150.0,Delivery
Lucknowiz,Yes,No,3.5,323,Koramangala 1st Block,Quick Bites,others,500.0,Delivery
Toscano,Yes,Yes,4.4,1849,Lavelle Road,Casual Dining,others,1500.0,Dine-out
Smoor,Yes,No,4.2,99,Koramangala 7th Block,others,others,900.0,Dine-out
The Himalayan,No,Yes,4.4,329,Koramangala 5th Block,Casual Dining,others,1200.0,Delivery
Foody's Lane,Yes,No,4.2,0,Koramangala 4th Block,Quick Bites,"North Indian, Chinese",450.0,Delivery
Biriyani Nights,Yes,No,3.0,119,Kammanahalli,"Takeaway, Delivery",others,500.0,Delivery
Eshanya,Yes,Yes,4.1,1082,Jayanagar,Casual Dining,"North Indian, Chinese",1000.0,Delivery
Java City,Yes,No,2.6,157,Jayanagar,Cafe,others,450.0,Dine-out
Just Bake,Yes,No,3.8,122,Koramangala 5th Block,Bakery,"Bakery, Desserts",400.0,Delivery
Bombay Kulfis,No,No,3.3,4,Indiranagar,Dessert Parlor,Ice Cream,200.0,Desserts
Kerala Restaurant,Yes,No,3.4,66,Whitefield,Quick Bites,others,450.0,Delivery
Just Bake,No,No,3.4,8,Banashankari,Bakery,"Bakery, Desserts",400.0,Desserts
Delisias,No,No,4.4,0,Brigade Road,Bakery,Bakery,400.0,Delivery
Swathi Restaurant,Yes,No,3.8,48,JP Nagar,Casual Dining,others,400.0,Dine-out
Apsara Ice Cream,No,No,4.0,92,Whitefield,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts
Deccan Spice,No,No,3.5,65,JP Nagar,Casual Dining,others,750.0,Delivery
World In A Bowl,Yes,No,2.8,34,Indiranagar,Delivery,others,600.0,Delivery
Meenu Oota Da Maane,Yes,Yes,4.2,293,Koramangala 5th Block,Casual Dining,others,800.0,Delivery
Corner Huts,Yes,No,3.8,33,Bellandur,Quick Bites,others,300.0,Dine-out
Shri Madhuram,No,No,3.9,371,HSR,Casual Dining,"South Indian, North Indian",400.0,Buffet
Sweet Truth,Yes,No,4.0,55,Marathahalli,Delivery,"Bakery, Desserts",500.0,Desserts
GKT Biryani World,Yes,No,3.7,83,HSR,Quick Bites,others,350.0,Delivery
Spicy Restaurant,No,No,3.0,25,Vasanth Nagar,Quick Bites,"North Indian, Chinese",400.0,Dine-out
Al Ghani Resetaurant,No,No,3.3,4,Kammanahalli,Quick Bites,others,400.0,Dine-out
Maria's Goan Kitchen,Yes,No,3.9,391,Koramangala 7th Block,Casual Dining,others,750.0,Dine-out
Punjabi Unplugged,Yes,No,3.6,0,HSR,Quick Bites,North Indian,500.0,Delivery
The Nourished Kitchen,No,No,3.7,0,BTM,Delivery,others,400.0,Delivery
Drunken Monkey,Yes,No,3.5,8,Frazer Town,others,"Beverages, Fast Food",500.0,Delivery
The Oriental Spice - Ashraya Hotel,Yes,No,3.8,159,Infantry Road,Casual Dining,others,1300.0,Dine-out
Easy Bites,Yes,No,3.8,45,HSR,"Takeaway, Delivery",others,300.0,Delivery
Kalingas,Yes,No,3.9,173,BTM,Quick Bites,others,250.0,Delivery
Flying Cakes,No,No,3.4,0,JP Nagar,Bakery,Bakery,500.0,Delivery
Ciclo Cafe,Yes,No,4.3,1331,Indiranagar,others,others,1000.0,Cafes
The French Loaf,No,No,3.4,0,Domlur,others,others,400.0,Delivery
Salt Mango Tree,Yes,Yes,4.1,243,Indiranagar,Casual Dining,Kerala,800.0,Delivery
Baba Ka Dhaba,Yes,No,3.7,195,BTM,Quick Bites,North Indian,400.0,Delivery
Caffe Maven,Yes,No,3.4,25,Residency Road,Quick Bites,"Chinese, North Indian",300.0,Delivery
Snack N Slurp,No,No,3.3,0,Jayanagar,Quick Bites,others,200.0,Dine-out
C. K. Mega Hot Food,Yes,No,4.0,102,BTM,Casual Dining,"Chinese, Momos",600.0,Delivery
Venus Biryani,Yes,No,3.1,144,Domlur,Quick Bites,others,200.0,Delivery
Chaithra Restaurant,No,No,3.4,0,Kammanahalli,Quick Bites,"South Indian, North Indian, Chinese",450.0,Delivery
The Delhiwala's Kitchen-Pure Veg,Yes,No,3.7,0,Brookefield,Quick Bites,North Indian,200.0,Delivery
Jaffa's Biryani,Yes,No,3.8,434,Marathahalli,Casual Dining,"Biryani, North Indian, Chinese",650.0,Dine-out
Shawarma Inc,Yes,No,3.1,0,Jayanagar,Quick Bites,others,200.0,Dine-out
Shake The Shake,Yes,No,3.2,0,Bannerghatta Road,Quick Bites,others,200.0,Delivery
Blue Terrain - Novotel,No,Yes,4.2,515,Marathahalli,others,others,2000.0,Dine-out
MAG A1 Biryani Point,No,No,3.2,0,Wilson Garden,Quick Bites,others,150.0,Dine-out
Wok Paper Scissors,Yes,No,4.3,1593,Koramangala 5th Block,Casual Dining,others,550.0,Dine-out
Tandoori Paradise,Yes,No,3.5,8,BTM,Delivery,"North Indian, Chinese",600.0,Delivery
Le Charcoal,Yes,Yes,4.1,341,Brookefield,Casual Dining,others,600.0,Delivery
Status,No,No,3.3,67,Bannerghatta Road,Casual Dining,"North Indian, Chinese",600.0,Dine-out
Godavari Delights,Yes,No,3.0,11,Electronic City,Casual Dining,South Indian,400.0,Delivery
InnerChef,Yes,No,3.7,270,Indiranagar,Delivery,"North Indian, Continental",500.0,Delivery
Chawla's 2 Online.com,Yes,No,3.5,0,Jalahalli,Delivery,North Indian,800.0,Delivery
Knight Ryders,Yes,No,3.4,239,BTM,Delivery,"North Indian, Chinese",400.0,Delivery
Mayur,Yes,Yes,3.7,20,Hosur Road,Casual Dining,"North Indian, South Indian, Chinese",500.0,Delivery
Oregano Soul Food,Yes,No,4.1,142,Whitefield,Cafe,Cafe,700.0,Cafes
Great Indian Rolls,Yes,No,3.2,4,Basavanagudi,Quick Bites,others,100.0,Dine-out
Smack Cafe,No,No,3.7,0,Koramangala 1st Block,Cafe,Cafe,400.0,Delivery
Go Italia,Yes,No,4.0,782,Koramangala 6th Block,Casual Dining,others,750.0,Dine-out
Northam's Pizza.Pita,Yes,No,4.1,673,HSR,Quick Bites,"Italian, Pizza",450.0,Delivery
Bangaliana,Yes,No,3.9,452,Koramangala 7th Block,Casual Dining,others,600.0,Delivery
SGS Non Veg - Gundu Pulav,Yes,No,3.1,68,Marathahalli,Quick Bites,"Biryani, Fast Food",400.0,Dine-out
UNIK Food,No,No,3.3,4,Jayanagar,Quick Bites,"North Indian, Chinese",300.0,Delivery
Toasty's,No,No,3.6,0,Whitefield,others,Fast Food,500.0,Dine-out
Infinitea Tea Room & Tea Store,Yes,Yes,4.2,865,Cunningham Road,others,others,1000.0,Delivery
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,4.2,382,Ulsoor,Cafe,others,500.0,Cafes
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,Richmond Road,Casual Dining,others,1000.0,Delivery
Cauvery Fast Food,No,No,3.2,4,Ejipura,Quick Bites,Chinese,150.0,Dine-out
The Alphaa,Yes,No,3.8,273,Bommanahalli,Casual Dining,others,550.0,Delivery
North Tadka Restaurant,Yes,No,4.2,0,HSR,Quick Bites,"North Indian, Chinese",500.0,Delivery
Lunch & Munch,Yes,No,3.4,0,BTM,Delivery,others,500.0,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,2.7,249,Koramangala 7th Block,Casual Dining,others,400.0,Dine-out
Ginseng - Royal Orchid Hotel,No,Yes,4.0,170,Old Airport Road,others,others,1900.0,Delivery
Bathinda Tandoor,Yes,No,3.9,64,BTM,Quick Bites,North Indian,300.0,Delivery
Delices,Yes,No,3.1,6,Ulsoor,Bakery,"Bakery, Desserts",400.0,Delivery
The Fortuna,Yes,No,3.0,68,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250.0,Delivery
Chels Cafe,Yes,No,3.5,20,Cunningham Road,Cafe,others,500.0,Delivery
Box Magic,Yes,No,3.6,21,Bannerghatta Road,Quick Bites,others,400.0,Dine-out
The Local - Burger Bar,No,No,3.8,152,Koramangala 6th Block,others,others,1500.0,Pubs and bars
Cafe Cerrise,Yes,No,3.8,96,Ulsoor,Cafe,others,600.0,Delivery
Kabab Nation Corner,Yes,No,3.5,75,Brigade Road,Quick Bites,others,500.0,Dine-out
The Dessert Destination,No,No,3.8,0,Rajajinagar,Dessert Parlor,Desserts,300.0,Desserts
Foody's,Yes,No,3.8,170,Shanti Nagar,Quick Bites,"North Indian, South Indian",250.0,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1022,Residency Road,Casual Dining,others,500.0,Dine-out
Big Bites,No,No,3.6,21,Jayanagar,Quick Bites,others,200.0,Delivery
Chocolate Junction,No,No,3.8,29,Ulsoor,Dessert Parlor,Desserts,200.0,Desserts
Shyvan Restaurant,Yes,No,3.6,83,Shanti Nagar,Casual Dining,"North Indian, Chinese",500.0,Dine-out
Chicken County,No,No,3.8,136,Majestic,Casual Dining,"North Indian, Chinese",650.0,Delivery
Manchow,Yes,Yes,3.8,157,Bellandur,Casual Dining,others,600.0,Delivery
Hotel Kakatiya,Yes,No,3.7,49,Nagawara,Quick Bites,others,350.0,Delivery
Breadworks,Yes,No,2.9,48,Indiranagar,others,others,500.0,Cafes
The Restaurant - Coorg,No,Yes,4.3,504,Indiranagar,Casual Dining,South Indian,1100.0,Dine-out
Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out
Jameela Hotel,No,No,3.3,9,Magadi Road,Quick Bites,Biryani,200.0,Dine-out
Shandys-The Beer Cocktail Hub,No,No,3.8,0,Electronic City,others,others,1400.0,Pubs and bars
Masala Oota,Yes,No,3.6,79,Residency Road,Quick Bites,"South Indian, Biryani",500.0,Dine-out
Fava Bistro,Yes,Yes,4.4,383,Koramangala 5th Block,"Casual Dining, Bar",others,1500.0,Dine-out
Chai Masthi,Yes,No,3.5,10,Domlur,Quick Bites,others,200.0,Dine-out
Panther Cafe,Yes,No,3.5,8,BTM,others,Beverages,200.0,Delivery
Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,others,others,300.0,Desserts
Nite Out,Yes,No,3.9,162,JP Nagar,Delivery,"North Indian, Chinese, Biryani",500.0,Delivery
Adithya,Yes,No,3.2,9,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,Delivery
Naati Manae,Yes,Yes,3.9,485,Koramangala 5th Block,Casual Dining,others,700.0,Dine-out
New Udupi Upahar,Yes,No,3.5,23,Jayanagar,Quick Bites,"South Indian, North Indian",300.0,Dine-out
Chaat Chatore,Yes,No,3.1,19,Bannerghatta Road,Quick Bites,Fast Food,300.0,Delivery
Eden Park,Yes,Yes,4.1,614,Cunningham Road,Casual Dining,others,1100.0,Delivery
Yo! Thali,Yes,No,3.5,6,HSR,Quick Bites,"North Indian, South Indian, Chinese",400.0,Delivery
Skylit - Citrus Hotels,No,Yes,4.0,324,Cunningham Road,others,others,1300.0,Drinks & nightlife
Friend's Cafe,Yes,No,3.9,551,Koramangala 7th Block,Quick Bites,others,600.0,Delivery
ZOROY Luxury Chocolate,Yes,No,4.0,68,Church Street,Dessert Parlor,Desserts,250.0,Delivery
Hard Rock Cafe,No,Yes,4.5,5285,St. Marks Road,"Casual Dining, Bar",others,2500.0,Pubs and bars
Fish Chain,Yes,No,3.8,78,"Varthur Main Road, Whitefield","Takeaway, Delivery",others,250.0,Delivery
Moriz Restaurant,Yes,No,2.7,82,Bellandur,Casual Dining,others,800.0,Dine-out
Sweet Truth,Yes,No,4.0,39,Rajajinagar,Delivery,"Bakery, Desserts",500.0,Delivery
The Grill House,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar",others,1200.0,Delivery
Natuna Seafood House,Yes,No,4.1,76,Koramangala 5th Block,Quick Bites,others,450.0,Delivery
Sbarro,Yes,No,2.7,263,Whitefield,others,Pizza,500.0,Dine-out
CakeZone,No,No,3.9,124,Koramangala 4th Block,Bakery,"Bakery, Desserts",500.0,Desserts
Hot Coffee,No,No,3.9,46,Vijay Nagar,Quick Bites,South Indian,100.0,Dine-out
Delicious Mom's Kitchen,No,No,3.3,0,BTM,Quick Bites,others,200.0,Dine-out
Baskin Robbins,No,No,3.6,27,Kalyan Nagar,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts
X-tra Cafe,No,No,3.4,0,Brigade Road,Cafe,"Cafe, Fast Food",400.0,Cafes
Biriyani Hub,No,No,3.0,0,CV Raman Nagar,Quick Bites,Biryani,200.0,Delivery
Hotel The Nalanda,No,No,3.2,4,Electronic City,Casual Dining,"North Indian, South Indian",700.0,Dine-out
B.M.W Bhookh Mitaane Wala,Yes,No,3.6,12,JP Nagar,Quick Bites,"North Indian, South Indian, Chinese",500.0,Dine-out
D'Cafe,No,No,3.8,16,Domlur,Cafe,others,500.0,Cafes
Cafe Hush,No,No,3.6,22,BTM,Cafe,"Cafe, Fast Food",500.0,Dine-out
Hammered,Yes,Yes,4.7,4657,Cunningham Road,others,others,1300.0,Pubs and bars
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.3,2031,Domlur,others,others,1700.0,Drinks & nightlife
Jerome Coffee & Food court,No,No,3.4,0,MG Road,Quick Bites,others,150.0,Delivery
Samosa Singh,Yes,No,3.7,43,Thippasandra,Delivery,others,150.0,Delivery
Cafe 221B,Yes,Yes,3.7,49,BTM,Cafe,others,300.0,Delivery
Kakal-Kai Ruchi,No,No,3.8,89,JP Nagar,Quick Bites,others,400.0,Dine-out
Hunger2Eat,Yes,No,3.7,26,BTM,Quick Bites,others,400.0,Delivery
Dindigul Thalappakatti,Yes,No,4.4,0,MG Road,Casual Dining,others,800.0,Dine-out
Andhra Vantakam,Yes,No,3.9,317,Rajajinagar,Casual Dining,others,800.0,Delivery
CakeZone,Yes,No,3.7,13,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",200.0,Delivery
